Name	Type	Protein	NPS	BP	Distance
Mef2C_e-20	Mef2C_e	Mef2C	Widom_601	50	-46
Mef2C_e-21	Mef2C_e	Mef2C	Widom_601	51	-45
Mef2C_e-22	Mef2C_e	Mef2C	Widom_601	52	-44
Mef2C_e-23	Mef2C_e	Mef2C	Widom_601	53	-43
Mef2C_e-24	Mef2C_e	Mef2C	Widom_601	54	-42
Mef2C_e-25	Mef2C_e	Mef2C	Widom_601	55	-41
Mef2C_e-26	Mef2C_e	Mef2C	Widom_601	56	-40
Mef2C_e-27	Mef2C_e	Mef2C	Widom_601	57	-39
Mef2C_e-28	Mef2C_e	Mef2C	Widom_601	58	-38
Mef2C_e-29	Mef2C_e	Mef2C	Widom_601	59	-37
Mef2C_e-30	Mef2C_e	Mef2C	Widom_601	60	-36
Mef2C_e-31	Mef2C_e	Mef2C	Widom_601	61	-35
Mef2C_e-32	Mef2C_e	Mef2C	Widom_601	62	-34
Mef2C_e-33	Mef2C_e	Mef2C	Widom_601	63	-33
Mef2C_e-34	Mef2C_e	Mef2C	Widom_601	64	-32
Mef2C_e-35	Mef2C_e	Mef2C	Widom_601	65	-31
Mef2C_e-36	Mef2C_e	Mef2C	Widom_601	66	-30
Mef2C_e-37	Mef2C_e	Mef2C	Widom_601	67	-29
Mef2C_e-38	Mef2C_e	Mef2C	Widom_601	68	-28
Mef2C_e-39	Mef2C_e	Mef2C	Widom_601	69	-27
Mef2C_e-40	Mef2C_e	Mef2C	Widom_601	70	-26
Mef2C_e-41	Mef2C_e	Mef2C	Widom_601	71	-25
Mef2C_e-42	Mef2C_e	Mef2C	Widom_601	72	-24
Mef2C_e-43	Mef2C_e	Mef2C	Widom_601	73	-23
Mef2C_e-44	Mef2C_e	Mef2C	Widom_601	74	-22
Mef2C_e-45	Mef2C_e	Mef2C	Widom_601	75	-21
Mef2C_e-46	Mef2C_e	Mef2C	Widom_601	76	-20
Mef2C_e-47	Mef2C_e	Mef2C	Widom_601	77	-19
Mef2C_e-48	Mef2C_e	Mef2C	Widom_601	78	-18
Mef2C_e-49	Mef2C_e	Mef2C	Widom_601	79	-17
Mef2C_e-50	Mef2C_e	Mef2C	Widom_601	80	-16
Mef2C_e-51	Mef2C_e	Mef2C	Widom_601	81	-15
Mef2C_e-52	Mef2C_e	Mef2C	Widom_601	82	-14
Mef2C_e-53	Mef2C_e	Mef2C	Widom_601	83	-13
Mef2C_e-54	Mef2C_e	Mef2C	Widom_601	84	-12
Mef2C_e-55	Mef2C_e	Mef2C	Widom_601	85	-11
Mef2C_e-56	Mef2C_e	Mef2C	Widom_601	86	-10
Mef2C_e-57	Mef2C_e	Mef2C	Widom_601	87	-9
Mef2C_e-58	Mef2C_e	Mef2C	Widom_601	88	-8
Mef2C_e-59	Mef2C_e	Mef2C	Widom_601	89	-7
Mef2C_e-60	Mef2C_e	Mef2C	Widom_601	90	-6
Mef2C_e-61	Mef2C_e	Mef2C	Widom_601	91	-5
Mef2C_e-62	Mef2C_e	Mef2C	Widom_601	92	-4
Mef2C_e-63	Mef2C_e	Mef2C	Widom_601	93	-3
Mef2C_e-64	Mef2C_e	Mef2C	Widom_601	94	-2
Mef2C_e-65	Mef2C_e	Mef2C	Widom_601	95	-1
Mef2C_e-66	Mef2C_e	Mef2C	Widom_601	96	0
Mef2C_e-67	Mef2C_e	Mef2C	Widom_601	97	1
Mef2C_e-68	Mef2C_e	Mef2C	Widom_601	98	2
Mef2C_e-69	Mef2C_e	Mef2C	Widom_601	99	3
Mef2C_e-70	Mef2C_e	Mef2C	Widom_601	100	4
Mef2C_e-71	Mef2C_e	Mef2C	Widom_601	101	5
Mef2C_e-72	Mef2C_e	Mef2C	Widom_601	102	6
Mef2C_e-73	Mef2C_e	Mef2C	Widom_601	103	7
Mef2C_e-74	Mef2C_e	Mef2C	Widom_601	104	8
Mef2C_e-75	Mef2C_e	Mef2C	Widom_601	105	9
Mef2C_e-76	Mef2C_e	Mef2C	Widom_601	106	10
Mef2C_e-77	Mef2C_e	Mef2C	Widom_601	107	11
Mef2C_e-78	Mef2C_e	Mef2C	Widom_601	108	12
Mef2C_e-79	Mef2C_e	Mef2C	Widom_601	109	13
Mef2C_e-80	Mef2C_e	Mef2C	Widom_601	110	14
Mef2C_e-81	Mef2C_e	Mef2C	Widom_601	111	15
Mef2C_e-82	Mef2C_e	Mef2C	Widom_601	112	16
Mef2C_e-83	Mef2C_e	Mef2C	Widom_601	113	17
Mef2C_e-84	Mef2C_e	Mef2C	Widom_601	114	18
Mef2C_e-85	Mef2C_e	Mef2C	Widom_601	115	19
Mef2C_e-86	Mef2C_e	Mef2C	Widom_601	116	20
Mef2C_e-87	Mef2C_e	Mef2C	Widom_601	117	21
Mef2C_e-88	Mef2C_e	Mef2C	Widom_601	118	22
Mef2C_e-89	Mef2C_e	Mef2C	Widom_601	119	23
Mef2C_e-90	Mef2C_e	Mef2C	Widom_601	120	24
Mef2C_e-91	Mef2C_e	Mef2C	Widom_601	121	25
Mef2C_e-92	Mef2C_e	Mef2C	Widom_601	122	26
Mef2C_e-93	Mef2C_e	Mef2C	Widom_601	123	27
Mef2C_e-94	Mef2C_e	Mef2C	Widom_601	124	28
Mef2C_e-95	Mef2C_e	Mef2C	Widom_601	125	29
Mef2C_e-96	Mef2C_e	Mef2C	Widom_601	126	30
Mef2C_e-97	Mef2C_e	Mef2C	Widom_601	127	31
Mef2C_e-98	Mef2C_e	Mef2C	Widom_601	128	32
Mef2C_e-99	Mef2C_e	Mef2C	Widom_601	129	33
Mef2C_e-100	Mef2C_e	Mef2C	Widom_601	130	34
Mef2C_e-101	Mef2C_e	Mef2C	Widom_601	131	35
Mef2C_e-102	Mef2C_e	Mef2C	Widom_601	132	36
Mef2C_e-103	Mef2C_e	Mef2C	Widom_601	133	37
Mef2C_e-104	Mef2C_e	Mef2C	Widom_601	134	38
Mef2C_e-105	Mef2C_e	Mef2C	Widom_601	135	39
Mef2C_e-106	Mef2C_e	Mef2C	Widom_601	136	40
Mef2C_e-107	Mef2C_e	Mef2C	Widom_601	137	41
Mef2C_e-108	Mef2C_e	Mef2C	Widom_601	138	42
Mef2C_e-109	Mef2C_e	Mef2C	Widom_601	139	43
Mef2C_e-110	Mef2C_e	Mef2C	Widom_601	140	44
Mef2C_e-111	Mef2C_e	Mef2C	Widom_601	141	45
Mef2C_e-112	Mef2C_e	Mef2C	Widom_601	142	46
Mef2C_e-113	Mef2C_e	Mef2C	Widom_601	143	47
Mef2C_e-114	Mef2C_e	Mef2C	Widom_601	144	48
Mef2C_e-115	Mef2C_e	Mef2C	Widom_601	145	49
Mef2C_e-116	Mef2C_e	Mef2C	Widom_601	146	50
Mef2C_e-117	Mef2C_e	Mef2C	Widom_601	147	51
Mef2C_e-118	Mef2C_e	Mef2C	Widom_601	148	52
Mef2C_e-119	Mef2C_e	Mef2C	Widom_601	149	53
Mef2C_e-120	Mef2C_e	Mef2C	Widom_601	150	54
Mef2C_e-121	Mef2C_e	Mef2C	Widom_601	151	55
Mef2C_e-122	Mef2C_e	Mef2C	Widom_601	152	56
Mef2C_e-123	Mef2C_e	Mef2C	Widom_601	153	57
Mef2C_e-124	Mef2C_e	Mef2C	Widom_601	154	58
Mef2C_e-125	Mef2C_e	Mef2C	Widom_601	155	59
Mef2C_e-126	Mef2C_e	Mef2C	Widom_601	156	60
Mef2C_e-127	Mef2C_e	Mef2C	Widom_601	157	61
Mef2C_e-128	Mef2C_e	Mef2C	Widom_601	158	62
Mef2C_e-129	Mef2C_e	Mef2C	Widom_601	159	63
Mef2C_e-130	Mef2C_e	Mef2C	Widom_601	160	64
Mef2C_e-131	Mef2C_e	Mef2C	Widom_601	161	65
Mef2C_e-132	Mef2C_e	Mef2C	Widom_601	162	66
Mef2C_e-133	Mef2C_e	Mef2C	Widom_601	163	67
Mef2C_e-134	Mef2C_e	Mef2C	Widom_601	164	68
Mef2C_e-135	Mef2C_e	Mef2C	Widom_601	165	69
Mef2C_e-136	Mef2C_e	Mef2C	Widom_601	166	70
Mef2C_e-137	Mef2C_e	Mef2C	Widom_601	167	71
Mef2C_e-138	Mef2C_e	Mef2C	Widom_601	168	72
Mef2C_e-139	Mef2C_e	Mef2C	Widom_601	169	73
Mef2C_e-140	Mef2C_e	Mef2C	Widom_601	170	74
Mef2C_e-141	Mef2C_e	Mef2C	Widom_601	171	75
Mef2C_e-142	Mef2C_e	Mef2C	Widom_601	172	76
Mef2C_e-143	Mef2C_e	Mef2C	Widom_601	173	77
Mef2C_e-144	Mef2C_e	Mef2C	Widom_601	174	78
Mef2C_e-145	Mef2C_e	Mef2C	Widom_601	175	79
Mef2C_e-146	Mef2C_e	Mef2C	Widom_601	176	80
Mef2C_e-147	Mef2C_e	Mef2C	Widom_601	177	81
Mef2C_e-148	Mef2C_e	Mef2C	Widom_601	178	82
Mef2C_e-153	Mef2C_e	Mef2C	Widom_601	183	87
Mef2C_e-158	Mef2C_e	Mef2C	Widom_601	188	92
NfatC1_a-1	NfatC1_a	NfatC1	Widom_601	27	-69
NfatC1_a-2	NfatC1_a	NfatC1	Widom_601	28	-68
NfatC1_a-3	NfatC1_a	NfatC1	Widom_601	29	-67
NfatC1_a-4	NfatC1_a	NfatC1	Widom_601	30	-66
NfatC1_a-5	NfatC1_a	NfatC1	Widom_601	31	-65
NfatC1_a-6	NfatC1_a	NfatC1	Widom_601	32	-64
NfatC1_a-7	NfatC1_a	NfatC1	Widom_601	33	-63
NfatC1_a-8	NfatC1_a	NfatC1	Widom_601	34	-62
NfatC1_a-9	NfatC1_a	NfatC1	Widom_601	35	-61
NfatC1_a-10	NfatC1_a	NfatC1	Widom_601	36	-60
NfatC1_a-11	NfatC1_a	NfatC1	Widom_601	37	-59
NfatC1_a-12	NfatC1_a	NfatC1	Widom_601	38	-58
NfatC1_a-13	NfatC1_a	NfatC1	Widom_601	39	-57
NfatC1_a-14	NfatC1_a	NfatC1	Widom_601	40	-56
NfatC1_a-15	NfatC1_a	NfatC1	Widom_601	41	-55
NfatC1_a-16	NfatC1_a	NfatC1	Widom_601	42	-54
NfatC1_a-17	NfatC1_a	NfatC1	Widom_601	43	-53
NfatC1_a-18	NfatC1_a	NfatC1	Widom_601	44	-52
NfatC1_a-19	NfatC1_a	NfatC1	Widom_601	45	-51
NfatC1_a-20	NfatC1_a	NfatC1	Widom_601	46	-50
NfatC1_a-21	NfatC1_a	NfatC1	Widom_601	47	-49
NfatC1_a-22	NfatC1_a	NfatC1	Widom_601	48	-48
NfatC1_a-23	NfatC1_a	NfatC1	Widom_601	49	-47
NfatC1_a-24	NfatC1_a	NfatC1	Widom_601	50	-46
NfatC1_a-25	NfatC1_a	NfatC1	Widom_601	51	-45
NfatC1_a-26	NfatC1_a	NfatC1	Widom_601	52	-44
NfatC1_a-27	NfatC1_a	NfatC1	Widom_601	53	-43
NfatC1_a-28	NfatC1_a	NfatC1	Widom_601	54	-42
NfatC1_a-29	NfatC1_a	NfatC1	Widom_601	55	-41
NfatC1_a-30	NfatC1_a	NfatC1	Widom_601	56	-40
NfatC1_a-31	NfatC1_a	NfatC1	Widom_601	57	-39
NfatC1_a-32	NfatC1_a	NfatC1	Widom_601	58	-38
NfatC1_a-33	NfatC1_a	NfatC1	Widom_601	59	-37
NfatC1_a-34	NfatC1_a	NfatC1	Widom_601	60	-36
NfatC1_a-35	NfatC1_a	NfatC1	Widom_601	61	-35
NfatC1_a-36	NfatC1_a	NfatC1	Widom_601	62	-34
NfatC1_a-37	NfatC1_a	NfatC1	Widom_601	63	-33
NfatC1_a-38	NfatC1_a	NfatC1	Widom_601	64	-32
NfatC1_a-39	NfatC1_a	NfatC1	Widom_601	65	-31
NfatC1_a-40	NfatC1_a	NfatC1	Widom_601	66	-30
NfatC1_a-41	NfatC1_a	NfatC1	Widom_601	67	-29
NfatC1_a-42	NfatC1_a	NfatC1	Widom_601	68	-28
NfatC1_a-43	NfatC1_a	NfatC1	Widom_601	69	-27
NfatC1_a-44	NfatC1_a	NfatC1	Widom_601	70	-26
NfatC1_a-45	NfatC1_a	NfatC1	Widom_601	71	-25
NfatC1_a-46	NfatC1_a	NfatC1	Widom_601	72	-24
NfatC1_a-47	NfatC1_a	NfatC1	Widom_601	73	-23
NfatC1_a-48	NfatC1_a	NfatC1	Widom_601	74	-22
NfatC1_a-49	NfatC1_a	NfatC1	Widom_601	75	-21
NfatC1_a-50	NfatC1_a	NfatC1	Widom_601	76	-20
NfatC1_a-51	NfatC1_a	NfatC1	Widom_601	77	-19
NfatC1_a-52	NfatC1_a	NfatC1	Widom_601	78	-18
NfatC1_a-53	NfatC1_a	NfatC1	Widom_601	79	-17
NfatC1_a-54	NfatC1_a	NfatC1	Widom_601	80	-16
NfatC1_a-55	NfatC1_a	NfatC1	Widom_601	81	-15
NfatC1_a-56	NfatC1_a	NfatC1	Widom_601	82	-14
NfatC1_a-57	NfatC1_a	NfatC1	Widom_601	83	-13
NfatC1_a-58	NfatC1_a	NfatC1	Widom_601	84	-12
NfatC1_a-59	NfatC1_a	NfatC1	Widom_601	85	-11
NfatC1_a-60	NfatC1_a	NfatC1	Widom_601	86	-10
NfatC1_a-61	NfatC1_a	NfatC1	Widom_601	87	-9
NfatC1_a-62	NfatC1_a	NfatC1	Widom_601	88	-8
NfatC1_a-63	NfatC1_a	NfatC1	Widom_601	89	-7
NfatC1_a-64	NfatC1_a	NfatC1	Widom_601	90	-6
NfatC1_a-65	NfatC1_a	NfatC1	Widom_601	91	-5
NfatC1_a-66	NfatC1_a	NfatC1	Widom_601	92	-4
NfatC1_a-67	NfatC1_a	NfatC1	Widom_601	93	-3
NfatC1_a-68	NfatC1_a	NfatC1	Widom_601	94	-2
NfatC1_a-69	NfatC1_a	NfatC1	Widom_601	95	-1
NfatC1_a-70	NfatC1_a	NfatC1	Widom_601	96	0
NfatC1_a-71	NfatC1_a	NfatC1	Widom_601	97	1
NfatC1_a-72	NfatC1_a	NfatC1	Widom_601	98	2
NfatC1_a-73	NfatC1_a	NfatC1	Widom_601	99	3
NfatC1_a-74	NfatC1_a	NfatC1	Widom_601	100	4
NfatC1_a-75	NfatC1_a	NfatC1	Widom_601	101	5
NfatC1_a-76	NfatC1_a	NfatC1	Widom_601	102	6
NfatC1_a-77	NfatC1_a	NfatC1	Widom_601	103	7
NfatC1_a-78	NfatC1_a	NfatC1	Widom_601	104	8
NfatC1_a-79	NfatC1_a	NfatC1	Widom_601	105	9
NfatC1_a-80	NfatC1_a	NfatC1	Widom_601	106	10
NfatC1_a-81	NfatC1_a	NfatC1	Widom_601	107	11
NfatC1_a-82	NfatC1_a	NfatC1	Widom_601	108	12
NfatC1_a-83	NfatC1_a	NfatC1	Widom_601	109	13
NfatC1_a-84	NfatC1_a	NfatC1	Widom_601	110	14
NfatC1_a-85	NfatC1_a	NfatC1	Widom_601	111	15
NfatC1_a-86	NfatC1_a	NfatC1	Widom_601	112	16
NfatC1_a-87	NfatC1_a	NfatC1	Widom_601	113	17
NfatC1_a-88	NfatC1_a	NfatC1	Widom_601	114	18
NfatC1_a-89	NfatC1_a	NfatC1	Widom_601	115	19
NfatC1_a-90	NfatC1_a	NfatC1	Widom_601	116	20
NfatC1_a-91	NfatC1_a	NfatC1	Widom_601	117	21
NfatC1_a-92	NfatC1_a	NfatC1	Widom_601	118	22
NfatC1_a-93	NfatC1_a	NfatC1	Widom_601	119	23
NfatC1_a-94	NfatC1_a	NfatC1	Widom_601	120	24
NfatC1_a-95	NfatC1_a	NfatC1	Widom_601	121	25
NfatC1_a-96	NfatC1_a	NfatC1	Widom_601	122	26
NfatC1_a-97	NfatC1_a	NfatC1	Widom_601	123	27
NfatC1_a-98	NfatC1_a	NfatC1	Widom_601	124	28
NfatC1_a-99	NfatC1_a	NfatC1	Widom_601	125	29
NfatC1_a-100	NfatC1_a	NfatC1	Widom_601	126	30
NfatC1_a-101	NfatC1_a	NfatC1	Widom_601	127	31
NfatC1_a-102	NfatC1_a	NfatC1	Widom_601	128	32
NfatC1_a-103	NfatC1_a	NfatC1	Widom_601	129	33
NfatC1_a-104	NfatC1_a	NfatC1	Widom_601	130	34
NfatC1_a-105	NfatC1_a	NfatC1	Widom_601	131	35
NfatC1_a-106	NfatC1_a	NfatC1	Widom_601	132	36
NfatC1_a-107	NfatC1_a	NfatC1	Widom_601	133	37
NfatC1_a-108	NfatC1_a	NfatC1	Widom_601	134	38
NfatC1_a-109	NfatC1_a	NfatC1	Widom_601	135	39
NfatC1_a-110	NfatC1_a	NfatC1	Widom_601	136	40
NfatC1_a-111	NfatC1_a	NfatC1	Widom_601	137	41
NfatC1_a-112	NfatC1_a	NfatC1	Widom_601	138	42
NfatC1_a-113	NfatC1_a	NfatC1	Widom_601	139	43
NfatC1_a-114	NfatC1_a	NfatC1	Widom_601	140	44
NfatC1_a-115	NfatC1_a	NfatC1	Widom_601	141	45
NfatC1_a-116	NfatC1_a	NfatC1	Widom_601	142	46
NfatC1_a-117	NfatC1_a	NfatC1	Widom_601	143	47
NfatC1_a-118	NfatC1_a	NfatC1	Widom_601	144	48
NfatC1_a-119	NfatC1_a	NfatC1	Widom_601	145	49
NfatC1_a-120	NfatC1_a	NfatC1	Widom_601	146	50
NfatC1_a-121	NfatC1_a	NfatC1	Widom_601	147	51
NfatC1_a-122	NfatC1_a	NfatC1	Widom_601	148	52
NfatC1_a-123	NfatC1_a	NfatC1	Widom_601	149	53
NfatC1_a-124	NfatC1_a	NfatC1	Widom_601	150	54
NfatC1_a-125	NfatC1_a	NfatC1	Widom_601	151	55
NfatC1_a-126	NfatC1_a	NfatC1	Widom_601	152	56
NfatC1_a-127	NfatC1_a	NfatC1	Widom_601	153	57
NfatC1_a-128	NfatC1_a	NfatC1	Widom_601	154	58
NfatC1_a-129	NfatC1_a	NfatC1	Widom_601	155	59
NfatC1_a-130	NfatC1_a	NfatC1	Widom_601	156	60
NfatC1_a-131	NfatC1_a	NfatC1	Widom_601	157	61
NfatC1_a-132	NfatC1_a	NfatC1	Widom_601	158	62
NfatC1_a-133	NfatC1_a	NfatC1	Widom_601	159	63
NfatC1_a-134	NfatC1_a	NfatC1	Widom_601	160	64
NfatC1_a-135	NfatC1_a	NfatC1	Widom_601	161	65
NfatC1_a-136	NfatC1_a	NfatC1	Widom_601	162	66
NfatC1_a-137	NfatC1_a	NfatC1	Widom_601	163	67
NfatC1_a-138	NfatC1_a	NfatC1	Widom_601	164	68
NfatC1_a-139	NfatC1_a	NfatC1	Widom_601	165	69
NfatC1_a-140	NfatC1_a	NfatC1	Widom_601	166	70
NfatC1_a-141	NfatC1_a	NfatC1	Widom_601	167	71
NfatC1_a-142	NfatC1_a	NfatC1	Widom_601	168	72
NfatC1_a-143	NfatC1_a	NfatC1	Widom_601	169	73
NfatC1_a-144	NfatC1_a	NfatC1	Widom_601	170	74
NfatC1_a-145	NfatC1_a	NfatC1	Widom_601	171	75
NfatC1_a-146	NfatC1_a	NfatC1	Widom_601	172	76
NfatC1_a-147	NfatC1_a	NfatC1	Widom_601	173	77
NfatC1_a-148	NfatC1_a	NfatC1	Widom_601	174	78
NfatC1_a-153	NfatC1_a	NfatC1	Widom_601	179	83
NfatC1_a-158	NfatC1_a	NfatC1	Widom_601	184	88
NfatC1_b-1	NfatC1_b	NfatC1	Widom_601	27	-69
NfatC1_b-2	NfatC1_b	NfatC1	Widom_601	28	-68
NfatC1_b-3	NfatC1_b	NfatC1	Widom_601	29	-67
NfatC1_b-4	NfatC1_b	NfatC1	Widom_601	30	-66
NfatC1_b-5	NfatC1_b	NfatC1	Widom_601	31	-65
NfatC1_b-6	NfatC1_b	NfatC1	Widom_601	32	-64
NfatC1_b-7	NfatC1_b	NfatC1	Widom_601	33	-63
NfatC1_b-8	NfatC1_b	NfatC1	Widom_601	34	-62
NfatC1_b-9	NfatC1_b	NfatC1	Widom_601	35	-61
NfatC1_b-10	NfatC1_b	NfatC1	Widom_601	36	-60
NfatC1_b-11	NfatC1_b	NfatC1	Widom_601	37	-59
NfatC1_b-12	NfatC1_b	NfatC1	Widom_601	38	-58
NfatC1_b-13	NfatC1_b	NfatC1	Widom_601	39	-57
NfatC1_b-14	NfatC1_b	NfatC1	Widom_601	40	-56
NfatC1_b-15	NfatC1_b	NfatC1	Widom_601	41	-55
NfatC1_b-16	NfatC1_b	NfatC1	Widom_601	42	-54
NfatC1_b-17	NfatC1_b	NfatC1	Widom_601	43	-53
NfatC1_b-18	NfatC1_b	NfatC1	Widom_601	44	-52
NfatC1_b-19	NfatC1_b	NfatC1	Widom_601	45	-51
NfatC1_b-20	NfatC1_b	NfatC1	Widom_601	46	-50
NfatC1_b-21	NfatC1_b	NfatC1	Widom_601	47	-49
NfatC1_b-22	NfatC1_b	NfatC1	Widom_601	48	-48
NfatC1_b-23	NfatC1_b	NfatC1	Widom_601	49	-47
NfatC1_b-24	NfatC1_b	NfatC1	Widom_601	50	-46
NfatC1_b-25	NfatC1_b	NfatC1	Widom_601	51	-45
NfatC1_b-26	NfatC1_b	NfatC1	Widom_601	52	-44
NfatC1_b-27	NfatC1_b	NfatC1	Widom_601	53	-43
NfatC1_b-28	NfatC1_b	NfatC1	Widom_601	54	-42
NfatC1_b-29	NfatC1_b	NfatC1	Widom_601	55	-41
NfatC1_b-30	NfatC1_b	NfatC1	Widom_601	56	-40
NfatC1_b-31	NfatC1_b	NfatC1	Widom_601	57	-39
NfatC1_b-32	NfatC1_b	NfatC1	Widom_601	58	-38
NfatC1_b-33	NfatC1_b	NfatC1	Widom_601	59	-37
NfatC1_b-34	NfatC1_b	NfatC1	Widom_601	60	-36
NfatC1_b-35	NfatC1_b	NfatC1	Widom_601	61	-35
NfatC1_b-36	NfatC1_b	NfatC1	Widom_601	62	-34
NfatC1_b-37	NfatC1_b	NfatC1	Widom_601	63	-33
NfatC1_b-38	NfatC1_b	NfatC1	Widom_601	64	-32
NfatC1_b-39	NfatC1_b	NfatC1	Widom_601	65	-31
NfatC1_b-40	NfatC1_b	NfatC1	Widom_601	66	-30
NfatC1_b-41	NfatC1_b	NfatC1	Widom_601	67	-29
NfatC1_b-42	NfatC1_b	NfatC1	Widom_601	68	-28
NfatC1_b-43	NfatC1_b	NfatC1	Widom_601	69	-27
NfatC1_b-44	NfatC1_b	NfatC1	Widom_601	70	-26
NfatC1_b-45	NfatC1_b	NfatC1	Widom_601	71	-25
NfatC1_b-46	NfatC1_b	NfatC1	Widom_601	72	-24
NfatC1_b-47	NfatC1_b	NfatC1	Widom_601	73	-23
NfatC1_b-48	NfatC1_b	NfatC1	Widom_601	74	-22
NfatC1_b-49	NfatC1_b	NfatC1	Widom_601	75	-21
NfatC1_b-50	NfatC1_b	NfatC1	Widom_601	76	-20
NfatC1_b-51	NfatC1_b	NfatC1	Widom_601	77	-19
NfatC1_b-52	NfatC1_b	NfatC1	Widom_601	78	-18
NfatC1_b-53	NfatC1_b	NfatC1	Widom_601	79	-17
NfatC1_b-54	NfatC1_b	NfatC1	Widom_601	80	-16
NfatC1_b-55	NfatC1_b	NfatC1	Widom_601	81	-15
NfatC1_b-56	NfatC1_b	NfatC1	Widom_601	82	-14
NfatC1_b-57	NfatC1_b	NfatC1	Widom_601	83	-13
NfatC1_b-58	NfatC1_b	NfatC1	Widom_601	84	-12
NfatC1_b-59	NfatC1_b	NfatC1	Widom_601	85	-11
NfatC1_b-60	NfatC1_b	NfatC1	Widom_601	86	-10
NfatC1_b-61	NfatC1_b	NfatC1	Widom_601	87	-9
NfatC1_b-62	NfatC1_b	NfatC1	Widom_601	88	-8
NfatC1_b-63	NfatC1_b	NfatC1	Widom_601	89	-7
NfatC1_b-64	NfatC1_b	NfatC1	Widom_601	90	-6
NfatC1_b-65	NfatC1_b	NfatC1	Widom_601	91	-5
NfatC1_b-66	NfatC1_b	NfatC1	Widom_601	92	-4
NfatC1_b-67	NfatC1_b	NfatC1	Widom_601	93	-3
NfatC1_b-68	NfatC1_b	NfatC1	Widom_601	94	-2
NfatC1_b-69	NfatC1_b	NfatC1	Widom_601	95	-1
NfatC1_b-70	NfatC1_b	NfatC1	Widom_601	96	0
NfatC1_b-71	NfatC1_b	NfatC1	Widom_601	97	1
NfatC1_b-72	NfatC1_b	NfatC1	Widom_601	98	2
NfatC1_b-73	NfatC1_b	NfatC1	Widom_601	99	3
NfatC1_b-74	NfatC1_b	NfatC1	Widom_601	100	4
NfatC1_b-75	NfatC1_b	NfatC1	Widom_601	101	5
NfatC1_b-76	NfatC1_b	NfatC1	Widom_601	102	6
NfatC1_b-77	NfatC1_b	NfatC1	Widom_601	103	7
NfatC1_b-78	NfatC1_b	NfatC1	Widom_601	104	8
NfatC1_b-79	NfatC1_b	NfatC1	Widom_601	105	9
NfatC1_b-80	NfatC1_b	NfatC1	Widom_601	106	10
NfatC1_b-81	NfatC1_b	NfatC1	Widom_601	107	11
NfatC1_b-82	NfatC1_b	NfatC1	Widom_601	108	12
NfatC1_b-83	NfatC1_b	NfatC1	Widom_601	109	13
NfatC1_b-84	NfatC1_b	NfatC1	Widom_601	110	14
NfatC1_b-85	NfatC1_b	NfatC1	Widom_601	111	15
NfatC1_b-86	NfatC1_b	NfatC1	Widom_601	112	16
NfatC1_b-87	NfatC1_b	NfatC1	Widom_601	113	17
NfatC1_b-88	NfatC1_b	NfatC1	Widom_601	114	18
NfatC1_b-89	NfatC1_b	NfatC1	Widom_601	115	19
NfatC1_b-90	NfatC1_b	NfatC1	Widom_601	116	20
NfatC1_b-91	NfatC1_b	NfatC1	Widom_601	117	21
NfatC1_b-92	NfatC1_b	NfatC1	Widom_601	118	22
NfatC1_b-93	NfatC1_b	NfatC1	Widom_601	119	23
NfatC1_b-94	NfatC1_b	NfatC1	Widom_601	120	24
NfatC1_b-95	NfatC1_b	NfatC1	Widom_601	121	25
NfatC1_b-96	NfatC1_b	NfatC1	Widom_601	122	26
NfatC1_b-97	NfatC1_b	NfatC1	Widom_601	123	27
NfatC1_b-98	NfatC1_b	NfatC1	Widom_601	124	28
NfatC1_b-99	NfatC1_b	NfatC1	Widom_601	125	29
NfatC1_b-100	NfatC1_b	NfatC1	Widom_601	126	30
NfatC1_b-101	NfatC1_b	NfatC1	Widom_601	127	31
NfatC1_b-102	NfatC1_b	NfatC1	Widom_601	128	32
NfatC1_b-103	NfatC1_b	NfatC1	Widom_601	129	33
NfatC1_b-104	NfatC1_b	NfatC1	Widom_601	130	34
NfatC1_b-105	NfatC1_b	NfatC1	Widom_601	131	35
NfatC1_b-106	NfatC1_b	NfatC1	Widom_601	132	36
NfatC1_b-107	NfatC1_b	NfatC1	Widom_601	133	37
NfatC1_b-108	NfatC1_b	NfatC1	Widom_601	134	38
NfatC1_b-109	NfatC1_b	NfatC1	Widom_601	135	39
NfatC1_b-110	NfatC1_b	NfatC1	Widom_601	136	40
NfatC1_b-111	NfatC1_b	NfatC1	Widom_601	137	41
NfatC1_b-112	NfatC1_b	NfatC1	Widom_601	138	42
NfatC1_b-113	NfatC1_b	NfatC1	Widom_601	139	43
NfatC1_b-114	NfatC1_b	NfatC1	Widom_601	140	44
NfatC1_b-115	NfatC1_b	NfatC1	Widom_601	141	45
NfatC1_b-116	NfatC1_b	NfatC1	Widom_601	142	46
NfatC1_b-117	NfatC1_b	NfatC1	Widom_601	143	47
NfatC1_b-118	NfatC1_b	NfatC1	Widom_601	144	48
NfatC1_b-119	NfatC1_b	NfatC1	Widom_601	145	49
NfatC1_b-120	NfatC1_b	NfatC1	Widom_601	146	50
NfatC1_b-121	NfatC1_b	NfatC1	Widom_601	147	51
NfatC1_b-122	NfatC1_b	NfatC1	Widom_601	148	52
NfatC1_b-123	NfatC1_b	NfatC1	Widom_601	149	53
NfatC1_b-124	NfatC1_b	NfatC1	Widom_601	150	54
